date,item_name,category,quantity,sales_amount,cost,profit,cost_per_unit
2026-01-10,Highlighter,Writing,5,114.07,76.99,37.08,15.4
2026-01-11,Pen,Writing,2,26.55,19.62,6.93,9.81
2026-01-11,Marker,Writing,1,23.12,15.94,7.18,15.94
2026-01-11,Eraser,Writing,2,6.49,4.81,1.68,2.4
2026-01-11,Stapler,Accessories,3,477.19,377.78,99.41,125.93
2026-01-11,Tape,Accessories,4,165.15,112.14,53.01,28.04
2026-01-11,Highlighter,Writing,4,89.55,69.79,19.76,17.45
2026-01-12,Pen,Writing,1,7.24,5.66,1.58,5.66
2026-01-12,Notebook,Books,4,294.61,212.48,82.13,53.12
2026-01-12,Pencil,Writing,3,27.68,23.02,4.66,7.67
2026-01-12,Eraser,Writing,1,3.98,3.22,0.75,3.22
2026-01-12,Highlighter,Writing,5,179.48,123.82,55.66,24.76
2026-01-13,Pen,Writing,4,49.56,36.86,12.69,9.22
2026-01-13,Notebook,Books,4,229.91,184.53,45.38,46.13
2026-01-13,Marker,Writing,2,77.8,58.37,19.43,29.18
2026-01-13,Pencil,Writing,3,18.81,15.07,3.75,5.02
2026-01-13,Tape,Accessories,5,223.72,155.49,68.24,31.1
2026-01-13,Folder,Storage,3,99.7,76.76,22.94,25.59
2026-01-13,Paper Pack,Paper,3,602.48,419.27,183.21,139.76
2026-01-14,Pen,Writing,4,39.22,30.64,8.58,7.66
2026-01-14,Pencil,Writing,4,21.16,17.12,4.04,4.28
2026-01-14,Eraser,Writing,4,25.57,19.14,6.43,4.78
2026-01-14,Tape,Accessories,4,118.76,88.04,30.71,22.01
2026-01-14,Paper Pack,Paper,5,1267.96,936.42,331.54,187.28
2026-01-14,Highlighter,Writing,2,42.02,33.44,8.58,16.72
2026-01-15,Pen,Writing,1,12.1,9.16,2.94,9.16
2026-01-15,Pencil,Writing,3,26.61,20.36,6.25,6.79
2026-01-15,Stapler,Accessories,4,604.45,447.05,157.4,111.76
2026-01-15,Highlighter,Writing,3,82.53,55.5,27.04,18.5
2026-01-16,Pen,Writing,2,17.77,13.1,4.67,6.55
2026-01-16,Marker,Writing,5,202.73,135.79,66.94,27.16
2026-01-16,Eraser,Writing,4,11.87,8.96,2.91,2.24
2026-01-16,Folder,Storage,2,128.23,92.05,36.18,46.02
2026-01-16,Highlighter,Writing,4,130.75,87.71,43.04,21.93
2026-01-17,Pen,Writing,1,11.62,7.83,3.79,7.83
2026-01-17,Stapler,Accessories,4,691.86,541.54,150.33,135.38
2026-01-17,Tape,Accessories,5,168.63,117.95,50.68,23.59
2026-01-17,Folder,Storage,1,44.73,34.93,9.8,34.93
2026-01-17,Paper Pack,Paper,3,725.63,493.2,232.42,164.4
2026-01-18,Pen,Writing,1,12.72,9.74,2.99,9.74
2026-01-18,Notebook,Books,3,234.9,169.62,65.28,56.54
2026-01-18,Marker,Writing,3,72.19,48.34,23.84,16.11
2026-01-18,Eraser,Writing,1,4.7,3.32,1.38,3.32
2026-01-18,Stapler,Accessories,5,817.39,652.73,164.66,130.55
2026-01-18,Tape,Accessories,3,136.84,100.44,36.4,33.48
2026-01-18,Highlighter,Writing,3,83.72,57.19,26.53,19.06
2026-01-19,Pen,Writing,3,21.76,16.69,5.08,5.56
2026-01-19,Marker,Writing,4,138.54,102.32,36.22,25.58
2026-01-19,Pencil,Writing,2,17.45,12.87,4.58,6.43
2026-01-19,Stapler,Accessories,4,489.05,339.43,149.62,84.86
2026-01-19,Folder,Storage,2,113.4,79.07,34.33,39.53
2026-01-19,Paper Pack,Paper,5,1228.21,911.19,317.01,182.24
2026-01-19,Highlighter,Writing,3,70.84,48.43,22.42,16.14
2026-01-20,Pen,Writing,1,8.81,5.89,2.92,5.89
2026-01-20,Pencil,Writing,3,24.7,18.97,5.72,6.32
2026-01-20,Eraser,Writing,5,25.54,20.8,4.75,4.16
2026-01-20,Tape,Accessories,3,114.43,92.38,22.05,30.79
2026-01-20,Folder,Storage,3,162.98,126.52,36.46,42.17
2026-01-20,Paper Pack,Paper,1,174.51,144.97,29.54,144.97
2026-01-20,Highlighter,Writing,1,22.7,18.02,4.68,18.02
2026-01-21,Pen,Writing,1,10.34,8.51,1.84,8.51
2026-01-21,Notebook,Books,5,396.12,284.49,111.64,56.9
2026-01-21,Pencil,Writing,5,19.22,15.2,4.01,3.04
2026-01-21,Stapler,Accessories,5,1049.32,732.18,317.15,146.44
2026-01-21,Tape,Accessories,4,151.86,124.7,27.17,31.17
2026-01-21,Folder,Storage,4,167.67,118.89,48.78,29.72
2026-01-21,Paper Pack,Paper,1,193.63,141.05,52.59,141.05
2026-01-22,Pen,Writing,2,20.93,17.14,3.79,8.57
2026-01-22,Marker,Writing,4,167.28,118.23,49.05,29.56
2026-01-22,Pencil,Writing,4,40.84,27.85,12.99,6.96
2026-01-22,Eraser,Writing,3,11.23,9.19,2.04,3.06
2026-01-22,Folder,Storage,1,47.13,33.54,13.59,33.54
2026-01-22,Paper Pack,Paper,1,208.25,155.73,52.53,155.73
2026-01-22,Highlighter,Writing,3,80.26,62.47,17.79,20.82
2026-01-23,Notebook,Books,5,371.41,253.48,117.92,50.7
2026-01-23,Marker,Writing,3,122.01,81.68,40.32,27.23
2026-01-23,Eraser,Writing,5,28.49,20.33,8.16,4.07
2026-01-23,Stapler,Accessories,1,200.33,136.3,64.03,136.3
2026-01-23,Folder,Storage,4,143.95,109.97,33.98,27.49
2026-01-23,Paper Pack,Paper,5,967.94,667.73,300.21,133.55
2026-01-23,Highlighter,Writing,1,23.15,17.43,5.72,17.43
2026-01-24,Notebook,Books,5,243.95,164.26,79.69,32.85
2026-01-24,Pencil,Writing,2,8.8,6.39,2.41,3.2
2026-01-24,Eraser,Writing,3,13.19,10.79,2.4,3.6
2026-01-24,Folder,Storage,2,105.34,82.12,23.22,41.06
2026-01-24,Paper Pack,Paper,4,806.56,583.15,223.41,145.79
2026-01-25,Notebook,Books,4,262.5,175.74,86.76,43.94
2026-01-25,Marker,Writing,1,35.77,29.24,6.53,29.24
2026-01-25,Eraser,Writing,3,9.69,8.03,1.66,2.68
2026-01-25,Paper Pack,Paper,5,879.65,674.69,204.96,134.94
2026-01-25,Highlighter,Writing,4,60.13,49.56,10.57,12.39
2026-01-26,Pen,Writing,2,21.85,14.7,7.15,7.35
2026-01-26,Notebook,Books,3,155.7,120.42,35.28,40.14
2026-01-26,Pencil,Writing,1,4.78,3.53,1.24,3.53
2026-01-26,Stapler,Accessories,4,478.78,340.24,138.55,85.06
2026-01-26,Tape,Accessories,3,111.48,80.42,31.06,26.81
2026-01-26,Paper Pack,Paper,3,635.38,434.73,200.65,144.91
2026-01-26,Highlighter,Writing,1,14.15,10.77,3.38,10.77
2026-01-27,Pen,Writing,2,14.77,11.58,3.19,5.79
2026-01-27,Notebook,Books,5,274.3,210.81,63.49,42.16
2026-01-27,Marker,Writing,5,210.11,145.78,64.33,29.16
2026-01-27,Pencil,Writing,4,27.47,19.11,8.36,4.78
2026-01-27,Eraser,Writing,2,8.16,6.38,1.78,3.19
2026-01-27,Stapler,Accessories,2,205.61,169.02,36.59,84.51
2026-01-27,Tape,Accessories,4,116.74,81.53,35.2,20.38
2026-01-27,Folder,Storage,2,97.42,74.51,22.91,37.26
2026-01-27,Highlighter,Writing,4,74.36,52.32,22.04,13.08
2026-01-28,Notebook,Books,4,259.44,173.94,85.5,43.48
2026-01-28,Eraser,Writing,2,10.48,8.33,2.14,4.17
2026-01-28,Stapler,Accessories,3,457.79,321.83,135.97,107.28
2026-01-28,Tape,Accessories,3,143.68,108.18,35.5,36.06
2026-01-28,Folder,Storage,4,172.83,138.55,34.29,34.64
2026-01-28,Highlighter,Writing,3,91.2,71.1,20.1,23.7
2026-01-29,Stapler,Accessories,2,234.07,173.09,60.99,86.54
2026-01-29,Tape,Accessories,3,126.47,91.85,34.62,30.62
2026-01-29,Folder,Storage,1,37.03,29.05,7.98,29.05
2026-01-29,Paper Pack,Paper,5,1270.97,968.72,302.25,193.74
2026-01-30,Marker,Writing,1,24.07,18.83,5.25,18.83
2026-01-30,Pencil,Writing,1,8.16,6.72,1.44,6.72
2026-01-30,Eraser,Writing,4,17.46,12.71,4.75,3.18
2026-01-30,Stapler,Accessories,3,401.19,321.47,79.72,107.16
2026-01-30,Tape,Accessories,2,95.11,77.92,17.19,38.96
2026-01-30,Folder,Storage,2,93.89,66.29,27.61,33.14
2026-01-30,Paper Pack,Paper,4,724.41,486.61,237.81,121.65
2026-01-30,Highlighter,Writing,3,39.05,30.45,8.6,10.15
2026-01-31,Pen,Writing,3,30.39,20.9,9.49,6.97
2026-01-31,Notebook,Books,3,232.06,171.02,61.04,57.01
2026-01-31,Marker,Writing,1,38.92,27.14,11.78,27.14
2026-01-31,Pencil,Writing,4,37.48,25.44,12.04,6.36
2026-01-31,Eraser,Writing,4,17.51,13.41,4.1,3.35
2026-01-31,Stapler,Accessories,2,265.62,190.51,75.12,95.25
2026-01-31,Tape,Accessories,2,79.94,59.23,20.71,29.61
2026-01-31,Folder,Storage,4,149.09,107.36,41.73,26.84
2026-01-31,Highlighter,Writing,2,58.85,41.42,17.43,20.71
2026-02-01,Pen,Writing,2,18.27,13.37,4.9,6.68
2026-02-01,Notebook,Books,4,223.97,174.91,49.06,43.73
2026-02-01,Pencil,Writing,5,46.49,33.66,12.84,6.73
2026-02-01,Stapler,Accessories,3,449.78,373.94,75.84,124.65
2026-02-01,Tape,Accessories,4,176.0,121.41,54.58,30.35
2026-02-01,Paper Pack,Paper,5,1412.35,972.41,439.94,194.48
2026-02-02,Pen,Writing,2,22.4,17.68,4.71,8.84
2026-02-02,Notebook,Books,2,79.09,64.78,14.31,32.39
2026-02-02,Eraser,Writing,1,7.29,4.91,2.38,4.91
2026-02-02,Tape,Accessories,5,249.07,198.6,50.47,39.72
2026-02-02,Paper Pack,Paper,1,189.34,134.82,54.52,134.82
2026-02-02,Highlighter,Writing,2,54.14,36.13,18.01,18.06
2026-02-03,Pen,Writing,3,24.43,16.6,7.83,5.53
2026-02-03,Notebook,Books,4,316.89,232.55,84.35,58.14
2026-02-03,Pencil,Writing,3,11.4,9.5,1.9,3.17
2026-02-03,Eraser,Writing,4,17.11,14.21,2.91,3.55
2026-02-03,Stapler,Accessories,4,710.02,480.48,229.54,120.12
2026-02-03,Folder,Storage,4,177.23,123.69,53.54,30.92
2026-02-03,Highlighter,Writing,1,26.44,18.4,8.04,18.4
2026-02-04,Pencil,Writing,4,30.52,25.23,5.29,6.31
2026-02-04,Eraser,Writing,2,13.25,9.27,3.98,4.63
2026-02-04,Stapler,Accessories,2,275.57,211.02,64.55,105.51
2026-02-04,Highlighter,Writing,3,108.53,74.1,34.43,24.7
2026-02-05,Pen,Writing,1,12.38,8.86,3.53,8.86
2026-02-05,Notebook,Books,4,209.07,139.51,69.57,34.88
2026-02-05,Marker,Writing,5,180.52,141.75,38.77,28.35
2026-02-05,Folder,Storage,5,301.88,210.08,91.8,42.02
2026-02-05,Highlighter,Writing,3,36.76,30.31,6.46,10.1
2026-02-06,Notebook,Books,4,275.55,188.88,86.68,47.22
2026-02-06,Marker,Writing,2,60.84,46.82,14.03,23.41
2026-02-06,Pencil,Writing,5,33.05,24.16,8.89,4.83
2026-02-06,Paper Pack,Paper,5,1023.19,715.25,307.94,143.05
2026-02-06,Highlighter,Writing,1,17.62,13.95,3.67,13.95
